"Id","SalePrice"
1461,116663.78185996
1462,173175.524545417
1463,178428.650017468
1464,204624.538146314
1465,203601.809208889
1466,182541.349815265
1467,195383.944282425
1468,172274.820900153
1469,201669.014983646
1470,110639.099798075
1471,211830.004469067
1472,138394.674672656
1473,118583.176771821
1474,169769.620035442
1475,132287.98005063
1476,321660.854737789
1477,250327.331483146
1478,290626.988729504
1479,272126.127045252
1480,406857.082946596
1481,294139.663549801
1482,227057.131581718
1483,178694.442262787
1484,188911.485277631
1485,191179.348419069
1486,208324.494501791
1487,276477.239822262
1488,255418.239731505
1489,182789.503546324
1490,213574.696093859
1491,216215.57441073
1492,93378.2362454634
1493,198908.877331902
1494,287040.070674326
1495,279036.072610194
1496,230857.420439531
1497,184730.492464093
1498,173435.120605125
1499,171164.575139485
1500,162244.414273367
1501,209409.218106527
1502,162122.483598871
1503,271971.349384254
1504,240870.950435478
1505,217681.839302454
1506,205452.691413092
1507,250198.881093518
1508,205200.208793815
1509,167284.522008619
1510,148163.078606091
1511,147560.663850583
1512,177767.978456128
1513,172926.046497951
1514,149249.576545984
1515,219581.699405715
1516,171304.450300003
1517,181608.135682722
1518,131303.909082912
1519,244023.189547439
1520,128090.606394646
1521,132873.88785727
1522,185602.716913781
1523,89216.4995542153
1524,112336.279320861
1525,108369.775348421
1526,115148.362145453
1527,89981.4856968767
1528,154934.825379365
1529,138911.012747392
1530,219520.673876876
1531,139749.527811042
1532,93464.3794100047
1533,146814.394231208
1534,136238.312101766
1535,164419.894052074
1536,109157.827036202
1537,31621.6146543562
1538,193336.789578546
1539,221455.982817128
1540,120722.142795645
1541,166661.596487117
1542,153722.854063461
1543,209857.265332551
1544,70000.7758861865
1545,129048.544355742
1546,133071.211258187
1547,136256.0458827
1548,146646.047015712
1549,127834.078129208
1550,128977.974113307
1551,129090.569455538
1552,135429.192187155
1553,152430.820053962
1554,132709.847188666
1555,168988.17756666
1556,84462.1518270107
1557,107880.504814505
1558,99929.0379524991
1559,67318.5569158186
1560,138745.468699996
1561,111321.210540633
1562,113158.797781162
1563,112212.762738865
1564,158707.092525556
1565,139828.534005871
1566,240022.986208808
1567,64909.9904616485
1568,225914.444663014
1569,100899.681335627
1570,131097.119143348
1571,123999.193115142
1572,141769.111902198
1573,243846.834426583
1574,120160.554671543
1575,223612.141082603
1576,256136.825869278
1577,197255.716193714
1578,150640.938728463
1579,141532.154567756
1580,212543.257278227
1581,138488.481946325
1582,118405.137498626
1583,310842.33616565
1584,232002.752066313
1585,165770.024148613
1586,46973.6142149162
1587,95033.0710035433
1588,146300.648218718
1589,98563.1888524762
1590,136427.132661812
1591,62499.39255774
1592,127110.817686024
1593,120695.584650419
1594,107689.536503278
1595,99982.4133523828
1596,219433.550964087
1597,184015.398452303
1598,202498.520847946
1599,204579.848295032
1600,196022.744817302
1601,28901.3135926357
1602,117338.538922487
1603,61954.6550356435
1604,255524.769720482
1605,260164.135480708
1606,185861.356112486
1607,180181.334976393
1608,211729.726653261
1609,195101.333183022
1610,154245.980187326
1611,151773.090016671
1612,168583.530436425
1613,169653.674918808
1614,128251.940727532
1615,80786.5018567709
1616,59585.3606512835
1617,86747.5834179145
1618,114919.834166081
1619,144348.513037134
1620,174994.87875487
1621,143356.089053056
1622,133873.633937821
1623,253305.511592627
1624,211685.362906098
1625,125067.584385988
1626,190074.493246088
1627,200752.652918577
1628,286509.764614314
1629,195138.135726118
1630,338956.232327285
1631,223835.217944948
1632,246523.7208031
1633,188064.496543056
1634,189559.711799419
1635,180860.942534424
1636,159354.782122487
1637,182681.796064348
1638,222140.372214698
1639,204869.627170026
1640,274114.707744342
1641,201353.90398271
1642,221113.045610276
1643,229510.936978466
1644,235399.951543494
1645,200720.540227257
1646,170445.431992703
1647,173552.200010286
1648,139651.199508036
1649,132693.992481829
1650,108237.855500002
1651,112475.529420213
1652,134256.174916486
1653,133952.94092781
1654,170079.949143865
1655,160120.156769359
1656,160022.359957703
1657,171247.753587524
1658,162308.083290729
