"Id","SalePrice"
1461,123613.162428997
1462,144989.660196908
1463,182858.024869302
1464,181623.815991247
1465,165628.468931655
1466,184141.602102479
1467,161037.211905291
1468,174761.614629262
1469,145582.080458374
1470,122922.005457287
1471,168442.465173621
1472,128105.682745117
1473,133289.360032948
1474,174317.299433162
1475,120651.061121666
1476,217662.71523045
1477,178661.714683915
1478,186264.441372733
1479,192386.117407885
1480,235534.059784684
1481,213515.773400185
1482,170071.620892653
1483,167800.676557032
1484,158963.740990159
1485,170269.094313142
1486,187992.33380201
1487,224623.653302679
1488,181179.500795147
1489,162567.630914079
1490,174909.719694628
1491,184339.075522968
1492,129339.891623172
1493,176193.296927805
1494,218403.240557282
1495,212281.56452213
1496,175897.086797072
1497,185375.810980534
1498,161679.00052188
1499,161679.00052188
1500,163456.261306279
1501,177081.927320005
1502,155754.797907216
1503,149383.443802783
1504,193669.694641063
1505,176094.560217561
1506,192731.695893741
1507,225611.020405123
1508,218850.392047052
1509,160590.060415522
1510,140200.929750055
1511,139065.457582244
1512,176983.19060976
1513,190065.804717142
1514,187745.492026399
1515,223932.496330968
1516,179254.134945381
1517,135066.620817347
1518,181623.815991247
1519,175502.139956095
1520,135807.14614418
1521,138917.352516878
1522,157381.117332579
1523,145384.607037885
1524,131907.046089526
1525,127365.157418284
1526,128155.051100239
1527,128006.946034873
1528,139805.982909077
1529,137386.93350809
1530,148247.971634973
1531,170414.363084839
1532,125587.896633885
1533,145878.290589107
1534,141138.928497377
1535,159997.640154055
1536,140842.718366644
1537,120453.587701177
1538,179747.818496603
1539,237462.26192812
1540,213811.983530918
1541,151950.598269137
1542,158960.904696489
1543,181472.87463221
1544,117145.90790799
1545,135264.094237835
1546,138423.668965656
1547,151111.33623206
1548,149284.707092539
1549,130722.205566593
1550,178266.767842937
1551,132104.519510015
1552,176239.828989258
1553,156393.750230135
1554,144742.818421297
1555,185128.969204923
1556,139805.982909077
1557,148099.866569606
1558,124748.634596808
1559,172389.097289726
1560,185375.810980534
1561,192879.800959107
1562,123415.689008508
1563,122033.375065087
1564,147161.867822285
1565,150469.547615472
1566,152592.386885726
1567,116701.59271189
1568,200235.685872314
1569,181920.02612198
1570,132400.729640748
1571,154962.067931591
1572,137238.828442723
1573,153826.595763781
1574,166517.099323855
1575,150123.969129616
1576,191398.750305441
1577,162765.104334568
1578,173774.247526818
1579,127019.578932429
1580,185968.231242
1581,130031.048594883
1582,122625.795326553
1583,200087.580806948
1584,206011.783421611
1585,121243.481383132
1586,110974.863517715
1587,128352.524520728
1588,138423.668965656
1589,134671.673976369
1590,133486.833453436
1591,126772.737156818
1592,166418.362613611
1593,121638.428224109
1594,256320.973584798
1595,161626.795873088
1596,184681.817715153
1597,209911.883476265
1598,183993.497037112
1599,130425.99543586
1600,161234.68532578
1601,106038.028005496
1602,134029.885359781
1603,126377.79031584
1604,183697.286906379
1605,197026.742789372
1606,165875.310707266
1607,226601.223801237
1608,168886.78036972
1609,162370.15749359
1610,173724.879171695
1611,141780.717113965
1612,173033.722199985
1613,168788.043659476
1614,126032.211829985
1615,133289.360032948
1616,133289.360032948
1617,133289.360032948
1618,122527.058616309
1619,120502.956056299
1620,268616.530303895
1621,142274.400665187
1622,175452.771600972
1623,191448.118660564
1624,191151.908529831
1625,122922.005457287
1626,173231.195620474
1627,181821.289411736
1628,215144.929119218
1629,182808.656514179
1630,226943.965993422
1631,175403.40324585
1632,188041.702157132
1633,170664.041154119
1634,183203.603355157
1635,177279.400740494
1636,161185.316970658
1637,197915.373181571
1638,203642.102375746
1639,184931.495784434
1640,234398.587616874
1641,186708.756568833
1642,195446.955425462
1643,194953.27187424
1644,191843.065501541
1645,182463.078028324
1646,157532.058691615
1647,161333.422036024
1648,137633.775283701
1649,131215.889117815
1650,122033.375065087
1651,122033.375065087
1652,128105.682745117
1653,128105.682745117
1654,178859.188104404
1655,154520.589029161
1656,174317.299433162
1657,178859.188104404
1658,174317.299433162
1659,120651.061121666
1660,134671.673976369
1661,262343.912909706
1662,235237.849653951
1663,202161.05172208
1664,234447.955971996
1665,188140.438867377
1666,190411.383202998
1667,226845.229283178
1668,188486.017353232
1669,178019.926067327
1670,191694.960436175
1671,189325.279390309
1672,223488.181134869
1673,243978.88480425
1674,181722.552701491
1675,169479.200631187
1676,166912.046164833
1677,169479.200631187
1678,225462.915339756
1679,211047.355644075
1680,195446.955425462
1681,174317.299433162
1682,186955.598344444
1683,171799.51332193
1684,174317.299433162
1685,175995.823507316
1686,162666.367624324
1687,170269.094313142
1688,182907.393224424
1689,181130.132440025
1690,175946.455152194
1691,168689.306949232
1692,201371.158040125
1693,170269.094313142
1694,177180.664030249
1695,173033.722199985
1696,216576.611417761
1697,173033.722199985
1698,235089.744588585
1699,204283.890992335
1700,204185.15428209
1701,212627.143007986
1702,186165.704662489
1703,184289.707167845
1704,186461.914793222
1705,173132.458910229
1706,225364.178629512
1707,173329.932330718
1708,171651.408256563
1709,177970.557712204
1710,173922.352592184
1711,191053.171819586
1712,193077.274379596
1713,184487.180588334
1714,179106.029880015
1715,184042.865392234
1716,139509.772778344
1717,135708.409433935
1718,136547.671471012
1719,191892.433856663
1720,177081.927320005
1721,134375.463845636
1722,134375.463845636
1723,157433.321981371
1724,174021.089302429
1725,207196.623944544
1726,187844.228736643
1727,168195.62339801
1728,178464.241263426
1729,171552.671546319
1730,195348.218715217
