"Id","SalePrice"
1461,124067.006892098
1462,167968.917124802
1463,183056.408710978
1464,190218.330460978
1465,178457.726144649
1466,174827.026143708
1467,182667.936760265
1468,165385.947349932
1469,184619.258495652
1470,124440.887061935
1471,190145.655079634
1472,119029.249155937
1473,112747.649388434
1474,159054.865485625
1475,126975.764677739
1476,259278.448535823
1477,215309.659808536
1478,233177.371722295
1479,231449.922102566
1480,309492.380108707
1481,253392.310695801
1482,192904.063224887
1483,184257.548514551
1484,166814.04683187
1485,175332.494481103
1486,191177.873740121
1487,255075.33975408
1488,214576.048869089
1489,177454.037563569
1490,196507.949601198
1491,191451.436544292
1492,101604.576286873
1493,183132.05399224
1494,237988.429022408
1495,244118.240142808
1496,201088.113954112
1497,180926.768860207
1498,158987.515428706
1499,159209.501533432
1500,153088.832724145
1501,166144.213453374
1502,151049.216564076
1503,224424.024664071
1504,209775.397478685
1505,201190.043612972
1506,193974.438635478
1507,231257.326862187
1508,198579.949610058
1509,165645.754761706
1510,147550.957698143
1511,149835.909851765
1512,170772.47222406
1513,159069.642072477
1514,182123.765401024
1515,203031.656748711
1516,160528.850490267
1517,165840.298044399
1518,158526.163975241
1519,204864.219007782
1520,132100.694975774
1521,139482.871371293
1522,167526.665338404
1523,117439.30455096
1524,125160.708131854
1525,124350.959350883
1526,125405.523442289
1527,103005.164820344
1528,153157.412767232
1529,141273.780959294
1530,184673.594285638
1531,113819.190657464
1532,99031.8011994059
1533,148366.797572142
1534,134374.374140131
1535,163135.402724385
1536,117485.723193748
1537,65918.2582165713
1538,162458.222353561
1539,182100.95335269
1540,134106.634648658
1541,148290.721941478
1542,150929.555261893
1543,181583.873330858
1544,87455.4676636495
1545,122124.294496971
1546,125967.914517641
1547,128846.819209585
1548,142560.13665365
1549,122195.824624056
1550,133562.299178345
1551,121412.279506061
1552,137637.795195494
1553,147352.946861095
1554,126070.93770225
1555,166140.85210803
1556,99376.5066279864
1557,120507.42583748
1558,106282.491658093
1559,98583.3669877449
1560,140915.698951945
1561,157613.688446016
1562,126484.199733258
1563,122840.820231368
1564,164282.85761278
1565,148940.553473666
1566,216067.73659511
1567,84600.9085335882
1568,208659.780095109
1569,131965.585579201
1570,132513.192409682
1571,130099.123181243
1572,150476.068810478
1573,216063.467855666
1574,138442.101895381
1575,195370.932965495
1576,218926.334198954
1577,176260.709550019
1578,142721.650987049
1579,149287.244092119
1580,188335.233361032
1581,154626.303171217
1582,128297.443853642
1583,253981.025495505
1584,210328.225185374
1585,147686.175669274
1586,72296.0709670139
1587,106814.798750961
1588,151456.454616705
1589,113328.198208668
1590,142027.963989585
1591,96558.5264455638
1592,123870.752884221
1593,118491.001466814
1594,157665.231531775
1595,115832.011156357
1596,195116.897134667
1597,187507.541315733
1598,192939.43993467
1599,170303.429122526
1600,170664.508034377
1601,59992.3599545952
1602,114079.391856319
1603,84629.9666998657
1604,216484.434543559
1605,219960.990309667
1606,176135.321155157
1607,204435.289462342
1608,196028.018453685
1609,177853.635543959
1610,156479.640759426
1611,147204.704795018
1612,172463.375910565
1613,172206.73634696
1614,127888.835998006
1615,106635.173385811
1616,92368.501212323
1617,108990.701211533
1618,128171.25375928
1619,145602.562200005
1620,191670.58081593
1621,149823.621941348
1622,149995.936202286
1623,225861.243443886
1624,199730.114629164
1625,125819.699221736
1626,174930.258193597
1627,187636.50768251
1628,241753.324262582
1629,175420.904101906
1630,273973.02659587
1631,198270.164142007
1632,212966.254973197
1633,169324.057064232
1634,178954.277257383
1635,170127.990891815
1636,157367.260578074
1637,183046.546496539
1638,200218.018176813
1639,190213.368232514
1640,239930.395649246
1641,185152.917904092
1642,199933.493681847
1643,203406.348104922
1644,207046.101598835
1645,187225.863986572
1646,158244.113291877
1647,167159.989283263
1648,138095.392732316
1649,136097.192592384
1650,123902.267485537
1651,129954.314894956
1652,116256.641358598
1653,117668.780188191
1654,156208.404914168
1655,147261.554703175
1656,152797.684614151
1657,157391.778152321
1658,154793.010855888
1659,134768.6528221
1660,148697.147962729
1661,293524.988007233
1662,275887.87251187
1663,265050.24678631
1664,324719.117214286
1665,238132.364857709
1666,247086.959056871
1667,279788.421663998
1668,243953.94131922
1669,230963.321916396
1670,252400.641478397
1671,225096.871832116
1672,294976.961448717
1673,241727.205483145
